COUNTRY,CODE_TIME,TIME,YEAR,MONTH,MONTH_NAME,PRODUCT,VALUE,DISPLAY_ORDER,yearToDate,previousYearToDate,share
Republic of Turkiye,JAN2020,January 2020,2020,1,January,Geothermal,756.480072,4,8226.866999,580.485216,0.0290433256617294
Germany,JUN2022,June 2022,2022,6,June,Oil,376.712214,9,4540.521617,2315.461409,0.0090374897022496
India,MAR2015,March 2015,2015,3,March,Total imports,0.0,15,0.0,,0.0
Australia,OCT2017,October 2017,2017,10,October,Distribution losses,802.808502,19,10116.778302,10500.460789,0.0411763617922652
Switzerland,OCT2017,October 2017,2017,10,October,Final consumption,4737.395,20,58481.609,47390.983,1.1057467427888543
United States,JAN2018,January 2018,2018,1,January,Other renewables,0.0,5,0.0,,0.0
Latvia,DEC2012,December 2012,2012,12,December,Other combustible non-renewables,0.0,12,0.0,0.0,0.0
Bulgaria,AUG2018,August 2018,2018,8,August,Combustible renewables,116.431988,11,1347.884,219.568,0.031207612552795
Poland,SEP2018,September 2018,2018,9,September,Not specified,10.162667,13,121.952004,46.296,0.0008226758592146
OECD Total,FEB2015,February 2015,2015,2,February,Nuclear,156493.103,6,1874205.993,334598.31,0.176872216054089
United States,NOV2019,November 2019,2019,11,November,Combustible renewables,4652.437267,11,59766.306448,58515.308885,0.0144335730580911
Italy,AUG2015,August 2015,2015,8,August,Fossil fuels,13548.214,27,164388.581,95702.588,0.5960863422796202
Argentina,AUG2017,August 2017,2017,8,August,Hydro,2505.627,1,31365.202,19645.467,0.217427187928617
Italy,JAN2016,January 2016,2016,1,January,Total imports,4474.0,15,43181.0,5179.0,0.1932173372871629
Bulgaria,JUN2017,June 2017,2017,6,June,Nuclear,1155.032,6,14718.367,7472.0,0.371869181656121
United States,JAN2011,January 2011,2011,1,January,Not specified,312.833,13,3753.996,286.25,0.0008519321600968
New Zealand,AUG2017,August 2017,2017,8,August,Total combustible fuels,801.508,7,8318.396,5049.797,0.2056586218982807
United Kingdom,NOV2019,November 2019,2019,11,November,Other renewables aggregated,3468.140422,25,35538.129152,30184.050034,0.124490757527017
Czech Republic,OCT2015,October 2015,2015,10,October,Combustible renewables,372.729,11,4283.543,3456.882,0.058901688294141
OECD Europe,JUN2021,June 2021,2021,6,June,Nuclear,54377.033132,6,729488.888296,352072.020887,0.204123104350205
United States,APR2010,April 2010,2010,4,April,Distribution losses,18252.208,19,260999.0,,0.0629780940621633
Chile,JAN2017,January 2017,2017,1,January,Renewables,2988.871,22,34147.004,3320.254,0.455906007007741
OECD Americas,JAN2011,January 2011,2011,1,January,Geothermal,1906.148,4,21556.002,1894.166,0.0041809475187456
Japan,SEP2022,September 2022,2022,9,September,Solar,7980.670447,3,92794.549196,65097.137561,0.0958734582535924
Austria,MAR2014,March 2014,2014,3,March,Other renewables aggregated,373.906,25,4325.613,1097.078,0.0815730184608624
Spain,OCT2014,October 2014,2014,10,October,Low carbon,11931.524,26,166787.44,140540.507,0.5518653650104602
Greece,FEB2015,February 2015,2015,2,February,Final consumption,4272.926,20,52445.001,8444.13,1.1128022920009406
Lithuania,NOV2017,November 2017,2017,11,November,Not specified,19.292,13,242.998,240.163,0.0530445924320995
Finland,AUG2016,August 2016,2016,8,August,Non-renewables,2173.69,23,36588.477,23489.235,0.4583925209363844
IEA Total,SEP2013,September 2013,2013,9,September,Electricity trade,-1159.462,21,-21192.654,611.216,-0.0014133735695882
Brazil,OCT2018,October 2018,2018,10,October,Wind,4815.738315,2,48116.275696,34308.859,0.0947249128503667
Belgium,MAY2016,May 2016,2016,5,May,Oil,20.325,9,191.032,82.836,0.0033527719877508
Netherlands,APR2022,April 2022,2022,4,April,Low carbon,4443.860176,26,52626.650141,15234.335674,0.4820399039139368
Finland,APR2015,April 2015,2015,4,April,Final consumption,6549.816,20,80055.525,29691.246,1.1792340236757235
OECD Americas,AUG2019,August 2019,2019,8,August,Oil,8176.384806,9,86124.718898,64389.134759,0.0162740986022473
Slovak Republic,JAN2010,January 2010,2010,1,January,Non-renewables,1911.033,23,19217.484,,0.8145132589472375
Chile,FEB2011,February 2011,2011,2,February,Others,529.6,24,6003.775,1284.869,0.1106668786945989
Australia,JUN2010,June 2010,2010,6,June,Non-renewables,18209.232,23,212014.138,,0.9031162843247018
New Zealand,MAY2017,May 2017,2017,5,May,Wind,146.07,2,2065.24,926.064,0.0388314980951112
Mexico,APR2021,April 2021,2021,4,April,Natural gas,15576.222175,10,192665.040362,58363.227564,0.54308920965241
Denmark,JAN2015,January 2015,2015,1,January,Other renewables aggregated,482.354,25,3881.133,483.78,0.1391176492643424
OECD Asia Oceania,JUL2011,July 2011,2011,7,July,Not specified,1790.284,13,21449.163,12073.394,0.0110565432028482
Sweden,APR2013,April 2013,2013,4,April,Distribution losses,843.737,19,10003.0,3963.804,0.0642110266738426
United States,FEB2018,February 2018,2018,2,February,Other combustible non-renewables,732.735077,12,9272.061821,1502.418,0.002362973400822
Colombia,MAY2019,May 2019,2019,5,May,Not specified,0.0,13,0.0,0.0,0.0
Iceland,FEB2011,February 2011,2011,2,February,Geothermal,342.431,4,4466.999,725.26,0.2556872952689438
Brazil,SEP2020,September 2020,2020,9,September,Combustible renewables,6439.244734,11,55217.212101,38033.397776,0.1239188222292169
Finland,NOV2021,November 2021,2021,11,November,Final consumption,7478.394558,20,83470.434092,70967.242142,1.1800799997365647
Slovak Republic,DEC2015,December 2015,2015,12,December,Non-renewables,1766.348,23,18825.916,19152.523,0.807572679794681
Poland,AUG2021,August 2021,2021,8,August,Used for pumped storage,87.542779,18,1124.240847,706.713361,0.0064283844698359
Sweden,NOV2010,November 2010,2010,11,November,Total imports,1241.0,15,14931.0,,0.0927196057511558
Germany,JUL2020,July 2020,2020,7,July,Renewables,19742.961564,22,249594.712705,143829.15538,0.4725708592797875
Republic of Turkiye,APR2018,April 2018,2018,4,April,Natural gas,6251.250052,10,87055.539532,29885.688,0.2768562223155369
Slovenia,FEB2015,February 2015,2015,2,February,Oil,1.26,9,15.067,2.057,0.0011538968745878
Netherlands,AUG2010,August 2010,2010,8,August,Fossil fuels,6521.389,27,100144.567,,0.831147977446021
OECD Total,APR2015,April 2015,2015,4,April,Renewables,220341.105656,22,2545460.756311,856799.034,0.2762715816834444
Estonia,JUN2015,June 2015,2015,6,June,Coal,435.755,8,7452.329,4654.669,0.8063832622108065
IEA Total,JUN2019,June 2019,2019,6,June,Solar,39711.216333,3,347607.548403,151842.304415,0.0470717156455093
New Zealand,NOV2016,November 2016,2016,11,November,Hydro,2149.445,1,25663.285,22309.057,0.6413276822251165
Serbia,MAY2019,May 2019,2019,5,May,Low carbon,1225.549574,26,11140.886787,6399.228329,0.4413115638037609
Malta,FEB2019,February 2019,2019,2,February,Renewables,12.35551,22,201.757092,22.497645,0.0888746749626558
Slovenia,OCT2014,October 2014,2014,10,October,Other combustible non-renewables,0.67,12,6.118,4.754,0.0005428534158038
Czech Republic,JAN2022,January 2022,2022,1,January,Wind,86.48819,2,633.241236,53.415731,0.0115532581293408
OECD Asia Oceania,SEP2010,September 2010,2010,9,September,Combustible renewables,1553.162,11,17771.754,,0.0097176647742576
Slovenia,MAY2020,May 2020,2020,5,May,Hydro,467.51062,1,5159.168,1722.809679,0.3725422599690058
France,JAN2010,January 2010,2010,1,January,Others,1047.483,24,7258.73,,0.0187684853543503
Republic of Turkiye,APR2018,April 2018,2018,4,April,Used for pumped storage,0.0,18,0.0,,0.0
Colombia,JUN2021,June 2021,2021,6,June,Distribution losses,474.015386,19,5764.567225,2714.355099,0.0708429877384644
Lithuania,APR2014,April 2014,2014,4,April,Final consumption,778.088,20,10011.985,3476.185,3.5171157488394376
OECD Asia Oceania,APR2015,April 2015,2015,4,April,Other renewables aggregated,3218.354046,25,36889.265256,10144.844,0.0223907493477623
New Zealand,AUG2017,August 2017,2017,8,August,Wind,177.597,2,2065.24,1496.984,0.0455695442506736
Slovenia,SEP2021,September 2021,2021,9,September,Wind,0.308812,2,5.575307,4.423285,0.0002887947233972
India,MAR2016,March 2016,2016,3,March,Distribution losses,0.0,19,0.0,0.0,0.0
Netherlands,DEC2022,December 2022,2022,12,December,Not specified,42.591583,13,511.098996,461.625996,0.0039632628947685
Iceland,DEC2022,December 2022,2022,12,December,Non-renewables,0.125,23,2.943,2.459802,7.24620765780292e-05
United Kingdom,APR2018,April 2018,2018,4,April,Total imports,1804.055513,15,21332.414999,5284.371,0.0693218227076802
Slovenia,JUN2022,June 2022,2022,6,June,Hydro,301.515364,1,3352.4004,2951.591328,0.2643257355900018
Czech Republic,SEP2020,September 2020,2020,9,September,Not specified,8.719305,13,103.473001,81.443158,0.0014316507445342
Portugal,JUN2018,June 2018,2018,6,June,Used for pumped storage,66.768299,18,1583.217999,1202.558,0.0139526112185033
Slovenia,OCT2010,October 2010,2010,10,October,Fossil fuels,516.536,27,5186.686,,0.5431121046151322
Cyprus,MAR2021,March 2021,2021,3,March,Hydro,0.0,1,0.0,0.0,0.0
Austria,MAR2011,March 2011,2011,3,March,Others,139.539,24,1509.905,616.269,0.0255449110544133
United Kingdom,JUL2015,July 2015,2015,7,July,Total exports,90.596,16,2003.268,1753.407,0.0036872394271372
Ireland,SEP2013,September 2013,2013,9,September,Low carbon,389.184,26,5943.618,3865.317,0.2000077087332238
Bulgaria,FEB2015,February 2015,2015,2,February,Not specified,1.917,13,23.004,,0.0004886956313363
OECD Asia Oceania,APR2019,April 2019,2019,4,April,Combustible renewables,2311.333,11,34810.239198,11328.571839,0.0162806266193364
OECD Americas,NOV2012,November 2012,2012,11,November,Non-renewables,310260.099,23,4054701.549,3753406.248,0.800284327574734
Cyprus,DEC2015,December 2015,2015,12,December,Renewables,25.486,22,396.823,,0.0732080739721541
Latvia,APR2010,April 2010,2010,4,April,Wind,3.109,2,48.703,,0.0031643186180812
Korea,JAN2018,January 2018,2018,1,January,Solar,636.340578,3,9207.120001,487.547,0.0118693326928901
Latvia,JUL2020,July 2020,2020,7,July,Solar,0.668886,3,4.847,2.255503,0.0025759333676313
Greece,OCT2021,October 2021,2021,10,October,Total combustible fuels,2626.46899,7,30999.432769,20513.532606,0.5959490028357591
Argentina,MAR2015,March 2015,2015,3,March,Nuclear,631.876,6,6644.077,,0.0508843084918981
Croatia,MAR2020,March 2020,2020,3,March,Electricity supplied,1535.937858,17,17514.399999,4711.752882,1.4044667635678214
Canada,SEP2022,September 2022,2022,9,September,Nuclear,7125.861318,6,82287.819565,66628.059718,0.1499413365712967
IEA Total,APR2018,April 2018,2018,4,April,Wind,63638.365125,2,735667.479925,246968.499217,0.0793244323519146
Australia,DEC2017,December 2017,2017,12,December,Non-renewables,17651.851379,23,205983.082267,201931.847182,0.8414753925860702
Netherlands,FEB2012,February 2012,2012,2,February,Wind,514.447,2,4981.829,915.515,0.0508085766207087
Bulgaria,FEB2017,February 2017,2017,2,February,Not specified,4.117,13,33.881,5.666,0.0011393821045331
Latvia,MAY2022,May 2022,2022,5,May,Electricity trade,-168.870975,21,-2310.522302,-22.18738,-0.4175745477104874
Norway,JUN2022,June 2022,2022,6,June,Total imports,451.054,15,13258.506,4329.466186,0.0392619755668749
Estonia,NOV2014,November 2014,2014,11,November,Net electricity production,963.289,14,11013.001,10968.491,1.0
United Kingdom,MAY2012,May 2012,2012,5,May,Fossil fuels,18903.449,27,238399.882,109233.686,0.6808505174402257
Austria,APR2019,April 2019,2019,4,April,Combustible renewables,392.468448,11,4458.814842,1564.564372,0.0618460694535745
Latvia,JUN2018,June 2018,2018,6,June,Geothermal,0.0,4,0.0,,0.0
Cyprus,JAN2019,January 2019,2019,1,January,Used for pumped storage,0.0,18,0.0,0.0,0.0
OECD Asia Oceania,NOV2013,November 2013,2013,11,November,Geothermal,727.747,4,8389.546,7565.342,0.0049319668707356
New Zealand,JUL2022,July 2022,2022,7,July,Not specified,3.185667,13,38.228004,22.299669,0.000806019610411
Latvia,FEB2015,February 2015,2015,2,February,Fossil fuels,139.567,27,2428.593,433.916,0.3683779881700535
Switzerland,APR2022,April 2022,2022,4,April,Electricity supplied,5471.613007,17,67901.874202,22781.172707,1.04299493611074
Republic of Turkiye,APR2011,April 2011,2011,4,April,Solar,0.0,3,0.0,0.0,0.0
Japan,MAR2015,March 2015,2015,3,March,Renewables,12591.132,22,151668.684,26415.224,0.1406627333797176
Netherlands,JUN2012,June 2012,2012,6,June,Others,222.714,24,2845.413,1615.534,0.031465428209505
Norway,AUG2014,August 2014,2014,8,August,Wind,111.949,2,2215.0,1080.383,0.0114842396765303
North Macedonia,MAY2020,May 2020,2020,5,May,Electricity trade,-150.159775,21,-1652.500664,-859.336173,-0.4788266849809857
United States,JUL2010,July 2010,2010,7,July,Fossil fuels,301458.149,27,2895848.779,,0.7278890582091667
Switzerland,APR2017,April 2017,2017,4,April,Electricity trade,-256.0,21,-5550.0,-2931.0,-0.0527915490628365
Colombia,DEC2019,December 2019,2019,12,December,Geothermal,0.0,4,0.0,0.0,0.0
Spain,MAY2010,May 2010,2010,5,May,Electricity trade,540.113,21,8333.0,,0.023921412102641
Greece,APR2020,April 2020,2020,4,April,Geothermal,0.0,4,0.0,0.0,0.0
Japan,AUG2014,August 2014,2014,8,August,Combustible renewables,1665.202,11,15919.837,9818.577,0.0180228884780673
Portugal,JAN2015,January 2015,2015,1,January,Electricity supplied,5066.097,17,53206.18,4912.337,1.109666994566328
India,JAN2019,January 2019,2019,1,January,Solar,3422.055831,3,46004.251517,2567.482547,0.0281579518566961
Argentina,JUL2019,July 2019,2019,7,July,Electricity supplied,12030.948631,17,132462.31304,85210.486271,1.0
Hungary,SEP2021,September 2021,2021,9,September,Combustible renewables,160.633614,11,2099.818599,1388.074843,0.0595132486707907
Ireland,OCT2012,October 2012,2012,10,October,Total combustible fuels,1904.304,7,21464.357,17811.84,0.8343373137663397
United States,JAN2019,January 2019,2019,1,January,Other combustible non-renewables,833.019816,12,9843.220436,782.653083,0.0022872742153549
Czech Republic,JUN2020,June 2020,2020,6,June,Total imports,714.498963,15,13368.050655,5473.617491,0.1266042105932123
Lithuania,JUL2016,July 2016,2016,7,July,Fossil fuels,93.036,27,1435.154,1374.694,0.3771938715523428
Netherlands,JUN2021,June 2021,2021,6,June,Used for pumped storage,0.0,18,0.0,0.0,0.0
Italy,JAN2014,January 2014,2014,1,January,Used for pumped storage,231.453,18,2328.999,140.583,0.0100016481223375
Norway,MAR2020,March 2020,2020,3,March,Total imports,597.806335,15,4496.144999,4434.744125,0.0421017338028961
Republic of Turkiye,DEC2016,December 2016,2016,12,December,Total imports,704.195,15,6330.002,7136.0,0.0290829917268997
Luxembourg,APR2013,April 2013,2013,4,April,Fossil fuels,100.946,27,1465.123,994.092,0.4471464767270858
Sweden,OCT2017,October 2017,2017,10,October,Hydro,5570.689,1,64676.001,52902.832,0.4334076103654232
Ireland,MAY2020,May 2020,2020,5,May,Electricity supplied,2339.946398,17,31367.954792,13044.00851,0.976817249184724
Greece,MAY2020,May 2020,2020,5,May,Other renewables,0.0,5,0.0,0.0,0.0
North Macedonia,SEP2019,September 2019,2019,9,September,Geothermal,0.0,4,0.0,0.0,0.0
Denmark,JUN2015,June 2015,2015,6,June,Low carbon,1215.536,26,18636.517,9494.947,0.6668539251872951
Korea,JAN2016,January 2016,2016,1,January,Other combustible non-renewables,53.079,12,612.225,30.555,0.0010543450630901
Norway,OCT2018,October 2018,2018,10,October,Low carbon,12984.611552,26,143328.203798,117785.666,0.9823611463258904
Romania,NOV2018,November 2018,2018,11,November,Combustible renewables,39.679799,11,380.565345,410.859,0.0078007621513765
Japan,APR2020,April 2020,2020,4,April,Wind,851.916095,2,8542.859079,3059.084477,0.0117103346844793
Finland,NOV2013,November 2013,2013,11,November,Natural gas,666.564,10,6428.927,5589.244,0.1119766183687522
Germany,SEP2013,September 2013,2013,9,September,Renewables,12051.994,22,153312.682,110385.258,0.2519091028231516
Iceland,APR2021,April 2021,2021,4,April,Final consumption,1505.582754,20,18740.819354,6287.406292,0.9730032999569064
Germany,AUG2012,August 2012,2012,8,August,Nuclear,8559.218,6,94180.0,70834.742,0.1872552537828197
Switzerland,JUN2021,June 2021,2021,6,June,Renewables,5386.348226,22,44000.566188,21991.82082,0.8753884773809404
France,MAY2017,May 2017,2017,5,May,Non-renewables,32914.523,23,441217.778,197248.701,0.7834589111322401
Korea,SEP2014,September 2014,2014,9,September,Solar,199.328,3,2546.999,1286.186,0.0047672693931967
Poland,JUL2017,July 2017,2017,7,July,Total combustible fuels,11355.587,7,137068.094,78223.022,0.9241319183628826
Iceland,OCT2019,October 2019,2019,10,October,Electricity supplied,1599.223056,17,19119.793,16073.639482,1.0
Hungary,AUG2017,August 2017,2017,8,August,Electricity supplied,3634.967,17,43576.994,27829.293,1.4862563989336477
France,DEC2012,December 2012,2012,12,December,Oil,761.935,9,6894.368,7064.703,0.0137943836173483
OECD Total,JAN2020,January 2020,2020,1,January,Natural gas,280932.348039,10,3139910.401314,270786.984431,0.2996844939880345
India,JUL2018,July 2018,2018,7,July,Used for pumped storage,0.0,18,0.0,0.0,0.0
Luxembourg,DEC2014,December 2014,2014,12,December,Natural gas,221.78,10,1436.172,1406.564,0.6263980839189282
OECD Asia Oceania,JUN2019,June 2019,2019,6,June,Other renewables aggregated,3418.331595,25,45425.285326,22536.193481,0.023631291202486
Malta,JUL2016,July 2016,2016,7,July,Total combustible fuels,76.292,7,678.598,835.646,0.8196830513027129
Hungary,OCT2016,October 2016,2016,10,October,Combustible renewables,182.381,11,1868.345,1593.584,0.0715345003614359
Estonia,JUN2020,June 2020,2020,6,June,Electricity trade,-238.729634,21,-3641.529303,-603.161602,-0.6920382387412267
Greece,NOV2015,November 2015,2015,11,November,Other combustible non-renewables,8.216,12,100.706,82.407,0.0021825192849858
Luxembourg,JAN2019,January 2019,2019,1,January,Solar,2.13974,3,130.385001,1.720418,0.0112912687776365
